method,score,alpha,split,threshold,cal_accept_rate,cal_accepted_step_violation_rate,cal_accepted_count,n,accept_count,accept_rate,all_step_violation_rate,all_plan_failure_rate,accepted_step_violation_rate,accepted_plan_failure_rate,brier_step,ece_step,roc_auc_step
calibration_no_ccr,pred_violation_rate,0.05,test,0.4,0.8155737704918032,0.0,1194.0,488,406,0.8319672131147541,0.05737704918032787,0.18237704918032788,0.0,0.017241379310344827,0.1109833852468996,0.11147607172131146,0.941304347826087
calibration_no_ccr,violation_tail,0.1,test,0.9999999900000002,1.0,0.05942622950819672,1464.0,488,488,1.0,0.05737704918032787,0.18237704918032788,0.05737704918032787,0.18237704918032788,0.09016375409936064,0.09016293442622951,0.4993788819875777
calibration_no_ccr,violation_tail,0.15,test,0.9999999900000002,1.0,0.05942622950819672,1464.0,488,488,1.0,0.05737704918032787,0.18237704918032788,0.05737704918032787,0.18237704918032788,0.09016375409936064,0.09016293442622951,0.4993788819875777
calibration_no_ccr,violation_tail,0.2,test,0.9999999900000002,1.0,0.05942622950819672,1464.0,488,488,1.0,0.05737704918032787,0.18237704918032788,0.05737704918032787,0.18237704918032788,0.09016375409936064,0.09016293442622951,0.4993788819875777
ccr_mpc,combined,0.05,test,0.283983895056947,1.0,0.014344262295081968,1464.0,488,488,1.0,0.014344262295081968,0.2725409836065574,0.014344262295081968,0.2725409836065574,0.017525022329635796,0.01776035524750676,0.7840807840807842
ccr_mpc,combined,0.1,test,0.283983895056947,1.0,0.014344262295081968,1464.0,488,488,1.0,0.014344262295081968,0.2725409836065574,0.014344262295081968,0.2725409836065574,0.017525022329635796,0.01776035524750676,0.7840807840807842
ccr_mpc,combined,0.15,test,0.283983895056947,1.0,0.014344262295081968,1464.0,488,488,1.0,0.014344262295081968,0.2725409836065574,0.014344262295081968,0.2725409836065574,0.017525022329635796,0.01776035524750676,0.7840807840807842
ccr_mpc,combined,0.2,test,0.283983895056947,1.0,0.014344262295081968,1464.0,488,488,1.0,0.014344262295081968,0.2725409836065574,0.014344262295081968,0.2725409836065574,0.017525022329635796,0.01776035524750676,0.7840807840807842
ccr_no_calibration,pred_risk,0.05,test,0.1930974608475187,1.0,0.02459016393442623,1464.0,488,488,1.0,0.020491803278688523,0.2807377049180328,0.020491803278688523,0.2807377049180328,0.021451935796244374,0.019139040369066374,0.7131799163179917
ccr_no_calibration,pred_risk,0.1,test,0.1930974608475187,1.0,0.02459016393442623,1464.0,488,488,1.0,0.020491803278688523,0.2807377049180328,0.020491803278688523,0.2807377049180328,0.021451935796244374,0.019139040369066374,0.7131799163179917
ccr_no_calibration,pred_risk,0.15,test,0.1930974608475187,1.0,0.02459016393442623,1464.0,488,488,1.0,0.020491803278688523,0.2807377049180328,0.020491803278688523,0.2807377049180328,0.021451935796244374,0.019139040369066374,0.7131799163179917
ccr_no_calibration,pred_risk,0.2,test,0.1930974608475187,1.0,0.02459016393442623,1464.0,488,488,1.0,0.020491803278688523,0.2807377049180328,0.020491803278688523,0.2807377049180328,0.021451935796244374,0.019139040369066374,0.7131799163179917
chance_constrained_mpc,pred_risk,0.05,test,0.9019999999999982,0.769808743169399,0.0,1127.0,488,401,0.8217213114754098,0.0471311475409836,0.29713114754098363,0.0,0.14463840399002495,0.13680301639442216,0.14057439344262299,0.9311827956989247
chance_constrained_mpc,combined,0.1,test,0.9999999932102364,1.0,0.08743169398907104,1464.0,488,488,1.0,0.0471311475409836,0.29713114754098363,0.0471311475409836,0.29713114754098363,0.017509712275151936,0.04511081510788429,0.9959794296400186
chance_constrained_mpc,combined,0.15,test,0.9999999932102364,1.0,0.08743169398907104,1464.0,488,488,1.0,0.0471311475409836,0.29713114754098363,0.0471311475409836,0.29713114754098363,0.017509712275151936,0.04511081510788429,0.9959794296400186
chance_constrained_mpc,combined,0.2,test,0.9999999932102364,1.0,0.08743169398907104,1464.0,488,488,1.0,0.0471311475409836,0.29713114754098363,0.0471311475409836,0.29713114754098363,0.017509712275151936,0.04511081510788429,0.9959794296400186
conformal_decision_baseline,violation_tail,0.05,test,0.9999999900000002,1.0,0.02390710382513661,1464.0,488,488,1.0,0.028688524590163935,0.20901639344262296,0.028688524590163935,0.20901639344262296,0.09016375409936064,0.09016293442622948,0.46835443037974683
conformal_decision_baseline,violation_tail,0.1,test,0.9999999900000002,1.0,0.02390710382513661,1464.0,488,488,1.0,0.028688524590163935,0.20901639344262296,0.028688524590163935,0.20901639344262296,0.09016375409936064,0.09016293442622948,0.46835443037974683
conformal_decision_baseline,violation_tail,0.15,test,0.9999999900000002,1.0,0.02390710382513661,1464.0,488,488,1.0,0.028688524590163935,0.20901639344262296,0.028688524590163935,0.20901639344262296,0.09016375409936064,0.09016293442622948,0.46835443037974683
conformal_decision_baseline,violation_tail,0.2,test,0.9999999900000002,1.0,0.02390710382513661,1464.0,488,488,1.0,0.028688524590163935,0.20901639344262296,0.028688524590163935,0.20901639344262296,0.09016375409936064,0.09016293442622948,0.46835443037974683
conformal_prediction_mpc,violation_tail,0.05,test,0.9999999900000002,1.0,0.00273224043715847,1464.0,488,488,1.0,0.0,0.15778688524590165,0.0,0.15778688524590165,0.03278681967313114,0.032787819672131145,
conformal_prediction_mpc,violation_tail,0.1,test,0.9999999900000002,1.0,0.00273224043715847,1464.0,488,488,1.0,0.0,0.15778688524590165,0.0,0.15778688524590165,0.03278681967313114,0.032787819672131145,
conformal_prediction_mpc,violation_tail,0.15,test,0.9999999900000002,1.0,0.00273224043715847,1464.0,488,488,1.0,0.0,0.15778688524590165,0.0,0.15778688524590165,0.03278681967313114,0.032787819672131145,
conformal_prediction_mpc,violation_tail,0.2,test,0.9999999900000002,1.0,0.00273224043715847,1464.0,488,488,1.0,0.0,0.15778688524590165,0.0,0.15778688524590165,0.03278681967313114,0.032787819672131145,
conformal_risk_non_ccr,violation_tail,0.05,test,0.9999999900000002,1.0,0.00546448087431694,1464.0,488,488,1.0,0.0,0.2028688524590164,0.0,0.2028688524590164,0.047131053279688515,0.04713205327868851,
conformal_risk_non_ccr,violation_tail,0.1,test,0.9999999900000002,1.0,0.00546448087431694,1464.0,488,488,1.0,0.0,0.2028688524590164,0.0,0.2028688524590164,0.047131053279688515,0.04713205327868851,
conformal_risk_non_ccr,violation_tail,0.15,test,0.9999999900000002,1.0,0.00546448087431694,1464.0,488,488,1.0,0.0,0.2028688524590164,0.0,0.2028688524590164,0.047131053279688515,0.04713205327868851,
conformal_risk_non_ccr,violation_tail,0.2,test,0.9999999900000002,1.0,0.00546448087431694,1464.0,488,488,1.0,0.0,0.2028688524590164,0.0,0.2028688524590164,0.047131053279688515,0.04713205327868851,
cvar_ra_mppi,combined,0.05,test,0.3382380036048052,1.0,0.02117486338797814,1464.0,488,488,1.0,0.022540983606557378,0.28688524590163933,0.022540983606557378,0.28688524590163933,0.047901222515427104,0.06234117817910571,0.664379645511721
cvar_ra_mppi,combined,0.1,test,0.3382380036048052,1.0,0.02117486338797814,1464.0,488,488,1.0,0.022540983606557378,0.28688524590163933,0.022540983606557378,0.28688524590163933,0.047901222515427104,0.06234117817910571,0.664379645511721
cvar_ra_mppi,combined,0.15,test,0.3382380036048052,1.0,0.02117486338797814,1464.0,488,488,1.0,0.022540983606557378,0.28688524590163933,0.022540983606557378,0.28688524590163933,0.047901222515427104,0.06234117817910571,0.664379645511721
cvar_ra_mppi,combined,0.2,test,0.3382380036048052,1.0,0.02117486338797814,1464.0,488,488,1.0,0.022540983606557378,0.28688524590163933,0.022540983606557378,0.28688524590163933,0.047901222515427104,0.06234117817910571,0.664379645511721
disagreement_only,violation_tail,0.05,test,0.9999999900000002,1.0,0.030737704918032786,1464.0,488,488,1.0,0.036885245901639344,0.21106557377049182,0.036885245901639344,0.21106557377049182,0.09631128278788524,0.09631047540983606,0.46914893617021275
disagreement_only,violation_tail,0.1,test,0.9999999900000002,1.0,0.030737704918032786,1464.0,488,488,1.0,0.036885245901639344,0.21106557377049182,0.036885245901639344,0.21106557377049182,0.09631128278788524,0.09631047540983606,0.46914893617021275
disagreement_only,violation_tail,0.15,test,0.9999999900000002,1.0,0.030737704918032786,1464.0,488,488,1.0,0.036885245901639344,0.21106557377049182,0.036885245901639344,0.21106557377049182,0.09631128278788524,0.09631047540983606,0.46914893617021275
disagreement_only,violation_tail,0.2,test,0.9999999900000002,1.0,0.030737704918032786,1464.0,488,488,1.0,0.036885245901639344,0.21106557377049182,0.036885245901639344,0.21106557377049182,0.09631128278788524,0.09631047540983606,0.46914893617021275
domain_randomized_mpc,regret_cvar,0.05,test,0.1517939824766805,1.0,0.01912568306010929,1464.0,488,485,0.9938524590163934,0.012295081967213115,0.2807377049180328,0.012371134020618556,0.2824742268041237,0.03138941449249199,0.0421765193332925,0.4813278008298756
domain_randomized_mpc,regret_cvar,0.1,test,0.1517939824766805,1.0,0.01912568306010929,1464.0,488,485,0.9938524590163934,0.012295081967213115,0.2807377049180328,0.012371134020618556,0.2824742268041237,0.03138941449249199,0.0421765193332925,0.4813278008298756
domain_randomized_mpc,regret_cvar,0.15,test,0.1517939824766805,1.0,0.01912568306010929,1464.0,488,485,0.9938524590163934,0.012295081967213115,0.2807377049180328,0.012371134020618556,0.2824742268041237,0.03138941449249199,0.0421765193332925,0.4813278008298756
domain_randomized_mpc,regret_cvar,0.2,test,0.1517939824766805,1.0,0.01912568306010929,1464.0,488,485,0.9938524590163934,0.012295081967213115,0.2807377049180328,0.012371134020618556,0.2824742268041237,0.03138941449249199,0.0421765193332925,0.4813278008298756
ensemble_uncertainty_penalty,violation_tail,0.05,test,0.9999999900000002,1.0,0.0273224043715847,1464.0,488,488,1.0,0.02459016393442623,0.33401639344262296,0.02459016393442623,0.33401639344262296,0.13934398360755737,0.13934326229508195,0.4411764705882353
ensemble_uncertainty_penalty,violation_tail,0.1,test,0.9999999900000002,1.0,0.0273224043715847,1464.0,488,488,1.0,0.02459016393442623,0.33401639344262296,0.02459016393442623,0.33401639344262296,0.13934398360755737,0.13934326229508195,0.4411764705882353
ensemble_uncertainty_penalty,violation_tail,0.15,test,0.9999999900000002,1.0,0.0273224043715847,1464.0,488,488,1.0,0.02459016393442623,0.33401639344262296,0.02459016393442623,0.33401639344262296,0.13934398360755737,0.13934326229508195,0.4411764705882353
ensemble_uncertainty_penalty,violation_tail,0.2,test,0.9999999900000002,1.0,0.0273224043715847,1464.0,488,488,1.0,0.02459016393442623,0.33401639344262296,0.02459016393442623,0.33401639344262296,0.13934398360755737,0.13934326229508195,0.4411764705882353
oracle_mpc,combined,0.05,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
oracle_mpc,combined,0.1,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
oracle_mpc,combined,0.15,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
oracle_mpc,combined,0.2,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
prediction_calibrated_penalty,violation_tail,0.05,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
prediction_calibrated_penalty,violation_tail,0.1,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
prediction_calibrated_penalty,violation_tail,0.15,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
prediction_calibrated_penalty,violation_tail,0.2,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
regret_only,violation_tail,0.05,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
regret_only,violation_tail,0.1,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
regret_only,violation_tail,0.15,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
regret_only,violation_tail,0.2,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
robust_mpc,regret_cvar,0.05,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
robust_mpc,regret_cvar,0.1,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
robust_mpc,regret_cvar,0.15,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
robust_mpc,regret_cvar,0.2,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
soda_like_fallback,pred_violation_rate,0.05,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
soda_like_fallback,pred_violation_rate,0.1,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
soda_like_fallback,pred_violation_rate,0.15,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
soda_like_fallback,pred_violation_rate,0.2,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
sysid_mpc,combined,0.05,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
sysid_mpc,combined,0.1,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
sysid_mpc,combined,0.15,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
sysid_mpc,combined,0.2,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
vanilla_mppi,regret_cvar,0.05,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
vanilla_mppi,regret_cvar,0.1,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
vanilla_mppi,regret_cvar,0.15,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
vanilla_mppi,regret_cvar,0.2,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
violation_tail_only,violation_tail,0.05,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
violation_tail_only,violation_tail,0.1,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
violation_tail_only,violation_tail,0.15,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
violation_tail_only,violation_tail,0.2,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
